age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
25,student,single,secondary,no,348,no,no,cellular,10,aug,245,1,-1,0,unknown,yes
33,management,divorced,tertiary,no,2240,no,no,cellular,3,jun,198,1,-1,0,unknown,yes
75,retired,married,secondary,no,3771,no,no,telephone,16,oct,186,1,183,1,failure,yes
58,retired,married,primary,no,1980,no,no,cellular,5,jun,255,1,-1,0,unknown,yes
32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,-1,0,unknown,yes
41,technician,single,tertiary,no,431,no,no,cellular,22,oct,133,1,107,2,success,yes
46,services,divorced,secondary,no,355,yes,no,cellular,8,may,122,2,338,8,other,no
28,student,married,tertiary,no,327,yes,no,cellular,15,may,104,3,-1,0,unknown,no
32,technician,married,tertiary,no,2976,yes,no,cellular,5,feb,783,1,175,5,failure,yes
52,entrepreneur,married,primary,no,8298,yes,yes,unknown,28,may,123,18,-1,0,unknown,no
33,blue-collar,divorced,unknown,yes,-274,yes,yes,cellular,17,apr,715,2,329,2,failure,yes
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,nov,188,1,186,1,success,yes
45,admin.,single,secondary,no,946,yes,no,cellular,21,nov,56,2,175,4,failure,no
54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,352,3,186,2,failure,yes
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,apr,295,4,187,6,success,yes
28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,1,91,3,failure,yes
30,management,single,tertiary,no,201,yes,no,cellular,17,mar,325,2,-1,0,unknown,yes
28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,yes
75,retired,divorced,secondary,no,2199,no,no,telephone,13,nov,137,1,-1,0,unknown,no
24,student,single,tertiary,no,3415,no,no,cellular,27,apr,97,1,-1,0,unknown,yes
56,management,married,unknown,no,4623,no,no,cellular,17,aug,348,1,-1,0,unknown,yes
25,blue-collar,married,secondary,no,1782,yes,no,unknown,19,jun,549,1,-1,0,unknown,no
40,services,married,secondary,no,3164,yes,no,cellular,3,apr,329,2,-1,0,unknown,no
28,services,single,secondary,no,1636,yes,no,cellular,18,may,97,1,355,2,failure,no
33,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,2,-1,0,unknown,yes
28,admin.,single,secondary,no,1076,yes,no,unknown,2,jun,537,5,-1,0,unknown,no
33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,2,-1,0,unknown,no
57,retired,married,secondary,no,91,no,yes,unknown,3,jul,256,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,378,yes,no,cellular,14,may,566,2,-1,0,unknown,yes
26,services,single,tertiary,no,12,no,no,cellular,14,jun,563,1,181,10,failure,yes
35,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543,1,-1,0,unknown,yes
61,retired,married,secondary,no,243,no,no,cellular,20,apr,194,1,-1,0,unknown,yes
39,admin.,divorced,secondary,no,765,no,no,unknown,9,jun,155,3,-1,0,unknown,no
49,management,divorced,tertiary,no,696,yes,no,unknown,2,jun,310,3,-1,0,unknown,no
41,self-employed,married,secondary,no,323,yes,no,cellular,17,apr,949,2,254,6,other,yes
52,management,married,tertiary,no,601,yes,no,unknown,14,may,249,2,-1,0,unknown,no
27,admin.,married,secondary,no,941,yes,no,cellular,11,jul,124,1,-1,0,unknown,no
53,technician,single,tertiary,no,185,yes,no,cellular,8,may,1448,2,-1,0,unknown,yes
41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,16,may,32,3,-1,0,unknown,no
32,self-employed,married,tertiary,no,1464,no,no,telephone,14,aug,133,2,-1,0,unknown,no
36,management,married,tertiary,no,396,no,no,cellular,13,aug,67,5,-1,0,unknown,no
43,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,unknown,no
60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown,yes
54,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,485,3,184,3,failure,yes
32,blue-collar,divorced,secondary,no,880,yes,yes,unknown,4,jun,112,1,-1,0,unknown,no
43,services,married,primary,no,2567,yes,no,cellular,14,may,109,1,360,2,failure,no
33,management,married,tertiary,no,403,yes,no,unknown,26,may,114,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,180,yes,no,cellular,16,apr,237,1,-1,0,unknown,no
60,services,married,tertiary,no,4256,yes,no,cellular,16,nov,200,1,92,4,success,yes
50,technician,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120,2,failure,yes
60,entrepreneur,divorced,secondary,no,80,yes,no,unknown,15,may,397,1,-1,0,unknown,no
35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,1,86,7,success,yes
35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409,2,-1,0,unknown,no
30,technician,married,secondary,no,384,no,no,cellular,25,aug,73,3,-1,0,unknown,no
28,admin.,single,secondary,no,157,no,no,cellular,27,may,155,3,-1,0,unknown,yes
46,management,married,unknown,no,2466,no,no,telephone,1,apr,216,3,370,1,failure,yes
37,management,married,tertiary,no,57,no,no,cellular,30,apr,96,2,84,1,success,no
40,technician,single,secondary,no,5637,yes,no,unknown,30,may,553,3,-1,0,unknown,yes
56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown,yes
57,retired,married,secondary,no,5313,no,no,cellular,3,jun,200,1,-1,0,unknown,yes
32,services,married,secondary,no,3839,yes,no,cellular,18,nov,100,2,189,1,failure,no
30,technician,single,tertiary,no,2325,no,no,cellular,10,aug,263,1,127,7,failure,yes
38,blue-collar,married,secondary,no,35,yes,no,unknown,28,may,130,2,-1,0,unknown,no
29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,6,-1,0,unknown,yes
47,entrepreneur,married,secondary,no,318,no,no,cellular,4,aug,299,2,-1,0,unknown,no
25,services,single,secondary,no,801,no,no,cellular,5,jun,255,2,-1,0,unknown,yes
54,self-employed,married,secondary,no,203,yes,no,telephone,7,jul,238,8,-1,0,unknown,no
52,services,married,secondary,no,657,no,no,telephone,7,jul,398,2,460,2,failure,yes
28,services,single,secondary,no,47,no,no,cellular,22,jul,405,2,-1,0,unknown,no
40,blue-collar,married,primary,no,2171,yes,no,unknown,9,may,97,1,-1,0,unknown,no
43,blue-collar,single,primary,no,548,yes,no,unknown,7,may,98,1,-1,0,unknown,no
45,admin.,married,secondary,no,476,no,no,cellular,6,aug,356,1,364,1,other,yes
31,technician,married,secondary,no,180,no,no,cellular,17,mar,299,2,-1,0,unknown,yes
52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,-1,0,unknown,yes
39,housemaid,married,tertiary,no,94,no,no,cellular,6,aug,181,2,-1,0,unknown,no
74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,unknown,yes
37,technician,married,secondary,no,588,yes,no,cellular,14,aug,65,4,-1,0,unknown,no
73,retired,married,primary,no,508,no,no,cellular,9,mar,176,1,-1,0,unknown,yes
28,services,single,secondary,no,60,no,yes,cellular,29,jan,248,1,-1,0,unknown,no
56,technician,married,secondary,no,1938,no,yes,cellular,26,feb,229,1,192,4,success,yes
31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,unknown,no
25,blue-collar,married,secondary,no,97,yes,no,unknown,27,may,709,1,-1,0,unknown,yes
59,blue-collar,married,primary,no,416,no,no,unknown,16,jun,92,3,-1,0,unknown,no
30,self-employed,married,tertiary,no,163,yes,no,cellular,18,may,149,1,362,8,other,no
36,management,single,tertiary,no,2032,no,yes,cellular,20,nov,736,1,-1,0,unknown,yes
39,self-employed,married,secondary,no,4722,yes,no,unknown,17,jun,483,1,-1,0,unknown,no
36,admin.,single,secondary,no,728,no,no,cellular,30,apr,230,1,-1,0,unknown,yes
46,admin.,married,secondary,no,186,yes,no,cellular,11,may,643,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no
35,blue-collar,married,secondary,no,74,no,no,cellular,23,jul,248,2,-1,0,unknown,no
40,entrepreneur,single,secondary,no,5,no,yes,cellular,15,jul,117,3,-1,0,unknown,no
59,blue-collar,married,secondary,yes,-918,yes,no,unknown,16,jun,253,2,-1,0,unknown,no
38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown,yes
24,student,single,unknown,no,782,no,no,cellular,4,may,12,7,91,1,other,no
23,housemaid,married,tertiary,no,66,yes,no,cellular,7,may,1391,2,-1,0,unknown,yes
26,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,-1,0,unknown,yes
45,management,married,tertiary,no,786,no,no,cellular,10,sep,84,3,-1,0,unknown,yes
51,self-employed,married,secondary,no,1178,no,no,cellular,6,aug,530,2,-1,0,unknown,no
31,unemployed,single,unknown,no,167,no,no,cellular,20,nov,316,1,-1,0,unknown,no
55,retired,married,secondary,no,241,yes,no,unknown,20,jun,14,6,-1,0,unknown,no
31,management,single,tertiary,no,37,no,no,cellular,8,aug,669,2,-1,0,unknown,yes
41,blue-collar,married,primary,no,686,yes,no,cellular,21,nov,888,3,-1,0,unknown,no
44,management,married,tertiary,no,58,yes,no,cellular,14,jul,72,3,-1,0,unknown,no
35,management,married,tertiary,no,867,yes,no,cellular,20,nov,298,2,171,3,success,no
26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
55,admin.,married,secondary,no,420,yes,no,unknown,30,may,41,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,1405,yes,no,unknown,14,may,629,2,-1,0,unknown,yes
38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
30,technician,single,tertiary,no,0,no,no,cellular,28,aug,262,6,-1,0,unknown,no
42,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,841,1,85,2,failure,yes
43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,154,1,-1,0,unknown,yes
53,management,married,tertiary,no,20772,no,no,cellular,4,feb,715,1,-1,0,unknown,no
36,admin.,married,tertiary,no,3221,no,no,cellular,4,may,322,11,-1,0,unknown,yes
42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure,no
52,management,married,tertiary,no,1453,no,no,telephone,29,jul,254,21,-1,0,unknown,no
56,management,married,tertiary,no,3120,yes,no,cellular,7,aug,666,2,-1,0,unknown,no
56,management,divorced,tertiary,no,2037,no,no,cellular,5,aug,318,1,91,6,failure,yes
43,unemployed,single,tertiary,no,983,yes,no,cellular,26,feb,97,1,-1,0,unknown,yes
40,student,single,secondary,no,595,yes,no,cellular,3,jun,406,2,-1,0,unknown,yes
30,management,single,tertiary,no,8535,no,no,cellular,18,jun,393,2,-1,0,unknown,yes
50,management,married,tertiary,no,19,no,yes,cellular,23,jul,205,1,-1,0,unknown,no
25,management,married,tertiary,no,4461,no,no,cellular,11,mar,796,5,-1,0,unknown,yes
56,technician,single,primary,no,145,yes,no,telephone,6,feb,124,2,9,2,other,no
54,technician,married,unknown,no,240,yes,no,cellular,29,oct,142,1,-1,0,unknown,yes
27,self-employed,single,tertiary,no,4574,no,no,cellular,12,aug,187,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,1088,yes,no,cellular,13,may,77,2,345,2,failure,no
46,unemployed,single,tertiary,no,44,no,no,cellular,14,aug,225,1,-1,0,unknown,yes
42,management,single,tertiary,no,4264,yes,no,unknown,28,may,882,1,-1,0,unknown,no
39,admin.,married,secondary,no,1595,yes,no,unknown,5,jun,102,2,-1,0,unknown,no
33,services,single,tertiary,no,1595,yes,no,unknown,26,may,296,1,-1,0,unknown,no
63,retired,divorced,secondary,no,859,no,no,cellular,13,feb,92,1,-1,0,unknown,no
47,management,single,tertiary,no,6651,no,no,cellular,8,jul,229,1,412,2,failure,yes
54,blue-collar,married,primary,no,258,no,no,telephone,25,may,86,1,88,1,failure,no
54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,failure,yes
60,admin.,married,secondary,no,3735,no,no,cellular,22,mar,248,1,90,10,success,yes
29,management,married,tertiary,no,247,no,no,cellular,16,sep,143,2,587,3,failure,yes
31,services,single,secondary,no,13,no,yes,cellular,6,feb,1019,2,-1,0,unknown,yes
34,technician,single,tertiary,no,1039,no,no,cellular,11,aug,342,3,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,cellular,9,jul,310,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,138,yes,no,cellular,15,may,215,2,-1,0,unknown,no
32,services,single,secondary,no,2615,no,no,cellular,19,nov,853,1,-1,0,unknown,yes
30,management,married,tertiary,no,4328,no,no,cellular,30,apr,262,3,189,11,other,yes
60,admin.,married,unknown,no,738,no,no,unknown,19,may,529,3,-1,0,unknown,no
50,self-employed,married,tertiary,no,1503,no,no,cellular,27,aug,128,12,-1,0,unknown,no
36,blue-collar,married,primary,no,403,yes,no,unknown,4,jun,920,1,-1,0,unknown,yes
40,blue-collar,divorced,unknown,no,528,yes,no,cellular,13,may,340,2,357,5,failure,no
46,blue-collar,married,primary,no,-271,yes,no,cellular,25,jul,65,2,-1,0,unknown,no
30,blue-collar,single,secondary,yes,447,no,no,cellular,19,nov,426,2,189,6,failure,no
24,student,single,secondary,no,822,no,no,cellular,27,oct,184,1,91,2,failure,yes
26,blue-collar,single,secondary,no,-128,no,yes,cellular,8,jul,392,2,-1,0,unknown,no
37,management,married,tertiary,no,636,no,yes,unknown,5,jun,338,2,-1,0,unknown,no
47,admin.,married,secondary,no,996,no,no,telephone,29,aug,247,2,-1,0,unknown,no
30,self-employed,single,secondary,no,280,no,no,telephone,5,may,92,3,-1,0,unknown,no
23,technician,single,unknown,no,231,yes,no,cellular,7,may,560,3,367,1,other,no
29,admin.,married,secondary,no,6429,yes,yes,cellular,14,may,535,1,352,2,failure,no
45,technician,single,tertiary,no,0,no,no,cellular,22,aug,87,4,-1,0,unknown,no
46,admin.,single,tertiary,no,2889,yes,no,cellular,5,may,494,1,-1,0,unknown,yes
50,technician,divorced,secondary,no,8016,no,no,cellular,17,jul,903,4,-1,0,unknown,no
43,management,married,tertiary,no,79,no,no,cellular,26,may,640,1,-1,0,unknown,yes
46,technician,married,secondary,no,488,no,no,unknown,5,jun,92,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,yes
31,technician,single,tertiary,no,967,no,no,cellular,21,nov,210,3,-1,0,unknown,no
31,blue-collar,single,secondary,no,1207,yes,no,cellular,17,apr,163,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,1772,no,no,unknown,5,jun,208,1,-1,0,unknown,yes
31,admin.,single,secondary,no,-422,yes,no,cellular,18,may,64,2,329,15,other,no
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,yes
40,housemaid,divorced,secondary,no,108,no,no,unknown,9,may,93,1,-1,0,unknown,no
26,blue-collar,single,primary,no,409,yes,no,cellular,21,jul,577,2,-1,0,unknown,yes
31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,yes
33,admin.,married,secondary,no,0,no,yes,cellular,6,feb,214,5,-1,0,unknown,no
45,management,married,tertiary,no,81,no,yes,cellular,30,jul,61,3,-1,0,unknown,no
43,admin.,single,secondary,no,386,no,no,cellular,12,oct,242,1,92,4,success,no
60,retired,married,secondary,no,2060,no,no,cellular,29,jun,135,4,95,4,failure,no
28,management,single,secondary,no,703,yes,no,cellular,15,may,485,1,88,1,other,yes
30,technician,single,tertiary,no,635,no,no,cellular,13,aug,851,8,-1,0,unknown,yes
22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes
52,unemployed,married,secondary,no,1416,no,no,cellular,13,sep,218,3,187,3,success,yes
36,services,married,secondary,no,0,no,no,cellular,30,jul,843,2,-1,0,unknown,yes
36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,yes
36,technician,married,secondary,no,283,yes,yes,unknown,27,jun,56,2,-1,0,unknown,no
22,admin.,single,tertiary,no,897,yes,no,cellular,4,feb,133,4,-1,0,unknown,yes
31,technician,single,secondary,no,40,no,no,cellular,7,aug,123,2,-1,0,unknown,no
35,management,single,tertiary,no,0,no,yes,cellular,14,aug,370,4,-1,0,unknown,no
29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,5,-1,0,unknown,yes
51,admin.,single,secondary,no,895,no,no,cellular,23,jul,638,2,-1,0,unknown,yes
39,services,married,secondary,no,2758,no,no,cellular,4,feb,658,3,-1,0,unknown,yes
32,technician,married,secondary,no,484,yes,no,cellular,12,aug,668,2,463,1,success,yes
37,technician,married,tertiary,no,247,no,no,cellular,20,aug,625,6,-1,0,unknown,yes
67,technician,married,secondary,no,0,no,no,cellular,13,aug,1152,2,188,1,success,no
39,technician,single,tertiary,no,861,no,no,unknown,20,jun,32,5,-1,0,unknown,no
59,management,divorced,tertiary,no,0,no,no,telephone,30,jul,196,3,-1,0,unknown,no
46,services,married,primary,no,116,yes,no,cellular,18,may,267,4,341,3,failure,no
52,admin.,married,secondary,no,1648,yes,no,cellular,19,nov,172,3,-1,0,unknown,no
52,blue-collar,divorced,primary,no,196,yes,no,unknown,7,may,119,3,-1,0,unknown,no
38,services,married,secondary,no,133,yes,no,unknown,27,may,267,1,-1,0,unknown,no
31,management,divorced,tertiary,no,883,yes,no,cellular,5,mar,112,2,106,1,failure,yes
23,student,single,secondary,no,4126,no,no,cellular,25,mar,96,2,-1,0,unknown,yes
61,housemaid,married,primary,no,848,no,no,cellular,27,apr,605,1,187,1,other,no
53,technician,divorced,primary,no,1443,yes,no,unknown,14,may,476,1,-1,0,unknown,yes
34,admin.,single,secondary,no,296,no,no,cellular,20,nov,68,1,136,4,failure,no
45,blue-collar,married,secondary,no,-221,yes,yes,unknown,3,jun,170,1,-1,0,unknown,no
35,self-employed,single,tertiary,no,353,no,no,cellular,11,feb,352,1,183,1,success,yes
32,technician,single,tertiary,no,6746,no,no,cellular,11,nov,199,1,-1,0,unknown,yes
60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,533,1,92,1,success,yes
32,management,single,tertiary,no,597,no,yes,cellular,24,jul,869,1,-1,0,unknown,no
50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure,yes
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,failure,yes
27,services,single,secondary,no,223,yes,yes,cellular,13,may,297,2,-1,0,unknown,no
50,blue-collar,married,unknown,no,605,yes,no,unknown,15,may,200,1,-1,0,unknown,no
38,entrepreneur,married,secondary,no,680,yes,no,unknown,19,may,144,2,-1,0,unknown,no
34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,1,-1,0,unknown,yes
39,management,married,tertiary,no,1795,no,no,cellular,8,aug,922,7,-1,0,unknown,yes
36,management,single,tertiary,no,171,no,no,unknown,17,jun,398,4,-1,0,unknown,no
41,technician,married,secondary,no,2152,no,no,cellular,30,sep,134,1,121,1,other,no
31,services,single,secondary,no,181,no,no,cellular,13,nov,239,2,93,2,success,yes
45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure,yes
26,student,single,unknown,no,19,no,no,telephone,30,apr,268,1,-1,0,unknown,no
50,blue-collar,married,primary,no,4121,yes,yes,cellular,20,nov,177,1,-1,0,unknown,no
27,technician,single,secondary,no,337,no,no,unknown,9,jul,23,1,-1,0,unknown,yes
38,unemployed,married,secondary,no,995,no,no,unknown,26,jul,84,1,-1,0,unknown,no
52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes
35,blue-collar,divorced,unknown,no,164,no,no,unknown,11,jun,967,2,-1,0,unknown,yes
31,technician,married,tertiary,no,2166,no,no,cellular,13,jul,577,6,182,2,success,yes
29,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,1,-1,0,unknown,yes
28,unemployed,single,tertiary,no,497,yes,no,cellular,24,jul,1602,6,-1,0,unknown,yes
60,retired,married,tertiary,no,3461,no,no,cellular,3,feb,128,2,-1,0,unknown,no
33,blue-collar,single,unknown,no,129,yes,yes,cellular,30,apr,482,1,161,1,failure,yes
24,management,single,tertiary,no,507,no,no,cellular,3,jul,257,1,-1,0,unknown,yes
58,self-employed,married,tertiary,no,1636,no,no,cellular,15,apr,187,1,-1,0,unknown,no
43,unemployed,married,secondary,no,1943,yes,no,cellular,18,nov,202,2,-1,0,unknown,no
53,admin.,divorced,secondary,no,-372,yes,no,unknown,26,may,104,1,-1,0,unknown,no
33,technician,married,secondary,no,806,no,no,cellular,17,apr,108,1,-1,0,unknown,yes
46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,282,2,-1,0,unknown,yes
23,admin.,single,secondary,no,1104,yes,no,unknown,12,may,120,2,-1,0,unknown,no
59,services,married,secondary,no,2965,yes,no,cellular,13,may,1970,3,-1,0,unknown,yes
52,unemployed,married,secondary,no,1639,no,no,cellular,8,aug,93,1,-1,0,unknown,no
26,services,single,secondary,no,162,yes,no,cellular,2,mar,185,2,130,8,other,no
52,self-employed,married,secondary,no,-488,yes,no,unknown,29,may,322,1,-1,0,unknown,no
52,services,married,secondary,no,497,yes,no,telephone,15,jul,265,5,-1,0,unknown,no
28,management,single,tertiary,no,3796,no,no,cellular,8,jul,315,2,-1,0,unknown,yes
34,services,married,secondary,no,-16,yes,yes,unknown,5,may,78,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,800,no,no,cellular,5,apr,144,1,-1,0,unknown,yes
43,management,divorced,unknown,no,7702,no,no,cellular,22,may,460,1,95,2,success,yes
34,technician,single,secondary,no,179,no,no,cellular,19,aug,294,3,-1,0,unknown,no
30,admin.,single,secondary,no,60,no,no,cellular,29,jan,55,2,-1,0,unknown,no
39,housemaid,married,tertiary,no,2990,no,no,telephone,30,apr,127,4,-1,0,unknown,no
52,technician,married,secondary,no,930,yes,no,unknown,2,jun,94,16,-1,0,unknown,no
53,admin.,single,primary,no,0,yes,no,cellular,7,may,176,1,322,5,other,no
33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure,no
38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,-1,0,unknown,no
42,admin.,married,secondary,no,6445,yes,no,unknown,2,jun,20,8,-1,0,unknown,no
50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130,2,160,1,failure,no
32,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,812,1,-1,0,unknown,yes
34,blue-collar,married,secondary,no,1988,yes,no,telephone,29,jan,53,1,266,2,failure,no
30,unemployed,single,secondary,no,2424,no,no,cellular,15,feb,337,1,95,2,success,yes
44,blue-collar,single,primary,no,287,no,no,cellular,29,jan,301,1,-1,0,unknown,no
37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,yes
56,self-employed,married,unknown,no,0,no,no,cellular,19,aug,130,1,-1,0,unknown,no
51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure,yes
38,management,married,tertiary,no,0,yes,no,unknown,20,jun,211,2,-1,0,unknown,no
49,blue-collar,married,primary,no,239,no,no,cellular,22,aug,90,3,-1,0,unknown,no
33,management,single,tertiary,no,87,no,no,cellular,12,aug,978,1,-1,0,unknown,yes
40,housemaid,married,secondary,no,949,no,no,cellular,8,aug,182,1,-1,0,unknown,no
41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,other,no
31,unemployed,married,secondary,no,20,no,no,telephone,18,nov,52,1,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,1096,4,-1,0,unknown,yes
34,blue-collar,single,tertiary,no,1168,no,no,cellular,6,feb,163,2,-1,0,unknown,no
62,retired,married,secondary,no,1495,no,no,cellular,17,aug,606,1,196,1,success,yes
68,retired,married,secondary,no,445,no,no,cellular,18,feb,475,1,-1,0,unknown,yes
59,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,-1,0,unknown,yes
47,management,single,tertiary,no,86,no,no,cellular,2,feb,1086,1,-1,0,unknown,yes
44,management,married,tertiary,no,1451,yes,no,cellular,5,feb,80,7,80,15,failure,no
52,technician,married,unknown,no,425,yes,no,cellular,28,jan,219,2,254,3,failure,no
37,admin.,married,tertiary,no,29,no,no,cellular,14,may,404,2,183,2,other,yes
21,blue-collar,single,secondary,no,2265,no,no,cellular,17,feb,92,2,-1,0,unknown,yes
27,technician,single,tertiary,no,4661,no,no,cellular,8,apr,114,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,1250,yes,no,unknown,20,may,1392,2,-1,0,unknown,yes
36,technician,married,tertiary,no,341,no,no,cellular,12,feb,419,2,183,1,success,yes
29,blue-collar,married,secondary,no,15,no,no,cellular,3,jun,136,1,-1,0,unknown,no
29,services,single,unknown,no,196,no,no,cellular,30,jan,726,2,-1,0,unknown,yes
38,admin.,divorced,secondary,no,0,yes,no,cellular,21,jul,93,1,-1,0,unknown,no
50,blue-collar,married,primary,no,-522,yes,no,cellular,13,may,863,3,-1,0,unknown,yes
37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,yes
54,self-employed,divorced,primary,no,4382,yes,no,telephone,18,may,193,4,-1,0,unknown,no
36,technician,married,tertiary,no,202,no,no,cellular,29,jan,313,1,120,3,failure,yes
33,admin.,divorced,secondary,no,661,yes,no,cellular,4,may,90,4,167,3,failure,no
31,technician,married,secondary,no,-160,yes,no,cellular,14,jul,126,6,-1,0,unknown,no
27,technician,married,secondary,no,-392,yes,no,cellular,23,jul,228,2,-1,0,unknown,yes
26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,yes
59,retired,married,secondary,no,599,yes,no,cellular,7,may,31,1,-1,0,unknown,no
35,services,married,secondary,no,4170,yes,no,unknown,20,may,1777,1,-1,0,unknown,yes
37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,192,1,193,1,success,yes
37,management,married,tertiary,no,57,no,no,cellular,5,feb,345,1,-1,0,unknown,yes
53,management,divorced,tertiary,no,6388,yes,no,telephone,23,jul,203,2,-1,0,unknown,no
23,services,single,secondary,no,425,yes,no,unknown,3,jun,768,1,-1,0,unknown,yes
49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,-1,0,unknown,no
36,blue-collar,married,primary,no,347,no,no,cellular,4,feb,167,2,-1,0,unknown,no
27,technician,single,secondary,no,1842,yes,yes,cellular,18,may,687,2,300,1,failure,no
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,238,1,181,2,success,yes
63,retired,single,tertiary,no,791,no,no,cellular,21,oct,212,2,-1,0,unknown,yes
35,entrepreneur,single,tertiary,no,-880,no,yes,cellular,24,jul,77,3,-1,0,unknown,no
37,blue-collar,married,primary,no,-738,yes,no,cellular,5,may,303,1,-1,0,unknown,no
31,management,divorced,tertiary,no,414,no,yes,cellular,16,jul,241,1,-1,0,unknown,yes
34,blue-collar,single,secondary,no,4536,yes,no,cellular,21,nov,963,1,-1,0,unknown,yes
61,admin.,married,unknown,no,4629,yes,no,cellular,29,jul,349,3,183,2,success,yes
55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,305,2,94,3,success,yes
40,blue-collar,married,secondary,no,95,no,yes,unknown,20,jun,61,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown,no
44,management,married,tertiary,no,126,yes,no,unknown,13,may,92,1,-1,0,unknown,no
70,retired,married,primary,no,324,no,no,cellular,11,aug,632,1,308,6,other,yes
60,admin.,married,primary,no,-444,no,yes,cellular,16,jul,227,1,-1,0,unknown,no
21,student,single,secondary,no,216,no,no,cellular,5,aug,414,1,-1,0,unknown,yes
